Provincia,Partido,Localidad,Link Indec,Otros,<= 1 Mbps,"> 1 Mbps, <= 5 Mbps","> 5 Mbps, <= 10 Mbps","> 10 Mbps, <= 15 Mbps","> 15 Mbps, <= 20 Mbps","> 20 Mbps, <= 25 Mbps","> 25 Mbps, <= 30 Mbps","> 30 Mbps, <= 50 Mbps",> 50 Mbps,Total,% <= 10Mbps,% <= 25Mbps,Poblacion,Latitud,Longitud
FORMOSA,Pilcomayo,Riacho Negro,34049070,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,100.0,720.0,-25.4224320225992,-57.7914545139812
FORMOSA,Pilcomayo,Siete Palmas,34049080,0.0,0.0,93.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,100.0,100.0,863.0,-25.2015076619063,-58.330676377416
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0.0,0.0,57.0,53.0,40.0,0.0,0.0,0.0,0.0,0.0,150.0,73.33333333333333,100.0,4494.0,-26.2048681517277,-59.0780331803401
FORMOSA,Pirané,El Colorado,34056020,0.0,18.0,1085.0,930.0,48.0,8.0,0.0,0.0,0.0,0.0,2089.0,97.31929152704643,100.0,14228.0,-26.3117354640006,-59.3684434678409
FORMOSA,Pirané,Palo Santo,34056030,0.0,35.0,415.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,100.0,100.0,6379.0,-25.5639063797961,-59.3360059836081
FORMOSA,Pirané,Pirané,34056040,102.0,3.0,268.0,982.0,120.0,100.0,0.0,0.0,0.0,0.0,1575.0,79.55555555555556,93.52380952380952,20335.0,-25.7306417902346,-59.1075205904775
FORMOSA,Pirané,Villa Kilómetro 213,34056050,1.0,0.0,158.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,231.0,69.26406926406926,99.56709956709958,4675.0,-26.1864626491659,-59.3683950578867
FORMOSA,Ramón Lista,El Potrillo,34063010,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,100.0,3371.0,-23.1607663192891,-62.0107787024286
FORMOSA,Ramón Lista,El Quebracho,34063030,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,100.0,415.0,-23.3394869143818,-61.8734659544108
FORMOSA,Ramón Lista,General Mosconi,34063020,0.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,97.2972972972973,97.2972972972973,1902.0,-23.1827186246626,-62.304068544241
JUJUY,Cochinoca,Abra Pampa,38007020,0.0,3.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,100.0,100.0,8705.0,-22.7215697648051,-65.6932137518832
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,255.0,-22.5351797700612,-65.6988399422374
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,9.0,0.0,0.0,0.0,0.0,10620.0,0.0,0.0,11251.0,0.0,21880.0,0.0,48.53747714808044,82.0,-23.9482980868379,-65.2984613199784
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,0.0,3.0,6.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,89.0,93.25842696629213,100.0,518.0,-24.1861828032769,-65.444631251669
JUJUY,Doctor Manuel Belgrano,León,38021030,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,100.0,100.0,630.0,-24.0359632743029,-65.4315558946392
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,100.0,100.0,1388.0,-24.0773597398703,-65.4047004835351
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,0.0,445.0,1564.0,6365.0,23000.0,1951.0,343.0,94.0,15332.0,6746.0,55840.0,14.996418338108883,60.29369627507163,257970.0,-24.1953577939088,-65.302450636841
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,100.0,100.0,1953.0,-24.1217546163942,-65.4145726152103
JUJUY,El Carmen,Aguas Calientes,38014010,10.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,62.96296296296296,62.96296296296296,2563.0,-24.5838759624546,-64.9235272487523
JUJUY,El Carmen,El Carmen,38014040,0.0,3.0,636.0,628.0,32.0,0.0,0.0,0.0,0.0,0.0,1299.0,97.53656658968437,100.0,13623.0,-24.3855119166984,-65.260519420291
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,864.0,-24.4735714061733,-65.0743929828195
JUJUY,El Carmen,Manantiales,38014060,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,326.0,-24.5056866075889,-64.9759262948199
JUJUY,El Carmen,Monterrico,38014070,0.0,1.0,671.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,100.0,100.0,11591.0,-24.4385200992504,-65.1622250242149
JUJUY,El Carmen,Pampa Blanca,38014080,1.0,1.0,214.0,67.0,2.0,4.0,0.0,0.0,0.0,0.0,289.0,97.57785467128028,99.65397923875432,2720.0,-24.5329937382422,-65.0744141219101
JUJUY,El Carmen,Perico,38014090,0.0,1.0,1840.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.0,100.0,100.0,44750.0,-24.3798152834467,-65.1132793807486
JUJUY,El Carmen,Puesto Viejo,38014100,0.0,1.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,100.0,1372.0,-24.4823598416465,-64.9672130216717
JUJUY,Humahuaca,El Aguilar,38028020,0.0,1.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,100.0,100.0,2264.0,-23.210239970845,-65.6779050336532
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,456.0,-22.978267572073,-65.3537794942853
JUJUY,Humahuaca,Humahuaca,38028040,0.0,2.0,7.0,719.0,1.0,77.0,0.0,0.0,0.0,0.0,806.0,90.32258064516128,100.0,10256.0,-23.2026118920444,-65.3508743745648
JUJUY,Humahuaca,Tres Cruces,38028050,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,100.0,100.0,376.0,-22.9172890384617,-65.5874003328951
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,0.0,0.0,5.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,97.91666666666666,100.0,508.0,-23.3018065170017,-65.3575618341785
JUJUY,Ledesma,Caimancito,38035030,0.0,2.0,34.0,198.0,23.0,0.0,0.0,0.0,0.0,0.0,257.0,91.05058365758755,100.0,5336.0,-23.7395269322752,-64.5941006141069
JUJUY,Ledesma,Calilegua,38035040,0.0,1.0,544.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,100.0,100.0,5997.0,-23.7694721379755,-64.766556217593
JUJUY,Ledesma,Chalicán,38035050,0.0,30.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,100.0,100.0,1062.0,-24.0708657869155,-64.8037328279296
JUJUY,Ledesma,Fraile Pintado,38035060,0.0,127.0,34.0,602.0,61.0,0.0,0.0,0.0,0.0,0.0,824.0,92.59708737864078,100.0,13300.0,-23.9366734846348,-64.8001555521003
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,538.0,379.0,3144.0,3456.0,0.0,150.0,0.0,50.0,0.0,0.0,7717.0,90.43669819878191,92.38045872748476,46642.0,-23.7988475308181,-64.7847435385117
JUJUY,Ledesma,Yuto,38035110,1.0,0.0,171.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,99.43820224719101,99.43820224719101,6301.0,-23.6439908389427,-64.4709201889915
JUJUY,Palpalá,Carahunco,38042010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,162.0,-24.3137765483739,-65.0785405481684
JUJUY,Palpalá,Centro Forestal,38042020,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,100.0,100.0,402.0,-24.2278470388568,-65.1738697442674
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,9.0,3.0,4337.0,545.0,9.0,809.0,10.0,0.0,1254.0,0.0,6976.0,70.02580275229357,81.89506880733946,50183.0,-24.2660503354304,-65.2120271030598
JUJUY,Rinconada,Coyaguaima,38049007,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,83.0,-22.7704435619992,-66.440426993556
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,264.0,-22.4075623428398,-66.6554051011704
JUJUY,Rinconada,Liviara,38049020,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,46.0,-22.4896989245068,-66.2677637818035
JUJUY,Rinconada,Loma Blanca,38049025,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,134.0,-22.463222635769,-66.4628647785472
JUJUY,Rinconada,Nuevo Pirquitas,38049030,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,14.285714285714285,85.71428571428571,672.0,-22.6869936542959,-66.456401677736
JUJUY,Rinconada,Orosmayo,38049035,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,82.0,-22.5564922692659,-66.3517771971731
JUJUY,Rinconada,Rinconada,38049040,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,351.0,-22.4399840866382,-66.1609276347876
JUJUY,San Antonio,El Ceibal,38056010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,176.0,-24.3016336145797,-65.2818867459585
JUJUY,San Antonio,Loteo Navea,38056020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,930.0,-24.2710272820567,-65.2729444915848
JUJUY,San Antonio,San Antonio,38056030,0.0,1.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,100.0,100.0,1430.0,-24.3676606220994,-65.3337612645336
JUJUY,San Pedro,Don Emilio,38063030,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,100.0,100.0,446.0,-24.3154692731344,-64.9066663427545
JUJUY,San Pedro,La Esperanza,38063070,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,2164.0,-24.2222145482106,-64.8368070501964
JUJUY,San Pedro,La Mendieta,38063090,0.0,1.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,100.0,100.0,3635.0,-24.314359736408,-64.9707084719559
JUJUY,San Pedro,Rosario de Río Grande,38063150,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.0,100.0,591.0,-24.3069096656554,-64.9317813354333
JUJUY,San Pedro,San Lucas,38063170,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,100.0,326.0,-24.2257554272925,-64.8646056706401
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,0.0,417.0,2750.0,4688.0,602.0,403.0,5.0,46.0,1.0,0.0,8912.0,88.13958707360861,99.4726211849192,59131.0,-24.293007141905,-64.9524504388897
JUJUY,SANTA BARBARA,El Fuerte,38070010,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,512.0,-24.260420872361,-64.4103511079696
JUJUY,SANTA BARBARA,El Piquete,38070020,0.0,0.0,1.0,65.0,1.0,8.0,0.0,0.0,0.0,0.0,75.0,88.0,100.0,2521.0,-24.1810241203734,-64.6790060196865
JUJUY,SANTA BARBARA,El Talar,38070030,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,100.0,100.0,2901.0,-23.5558786640644,-64.3614639119972
JUJUY,SANTA BARBARA,Palma Sola,38070040,0.0,22.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,100.0,100.0,3791.0,-23.9791015768434,-64.3066411633623
JUJUY,SANTA BARBARA,Santa Clara,38070060,0.0,2.0,25.0,103.0,8.0,0.0,0.0,0.0,0.0,0.0,138.0,94.20289855072464,100.0,4298.0,-24.3098756490301,-64.6628728220661
JUJUY,SANTA BARBARA,Vinalito,38070070,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,100.0,757.0,-23.6678300370713,-64.4138302334781
JUJUY,Santa Catalina,Casira,38077010,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,176.0,-21.9693796437473,-65.900391482913
JUJUY,Santa Catalina,Ciénega,38077020,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,278.0,-22.1864445703198,-66.4093898308937
JUJUY,Santa Catalina,Cieneguillas,38077030,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,286.0,-22.0998214546633,-65.8677291643016
JUJUY,Santa Catalina,Cusi Cusi,38077040,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,243.0,-22.3402147364964,-66.4940205514016
JUJUY,Santa Catalina,Misarrumi,38077060,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,36.0,-22.2143443369069,-66.3365616167075
JUJUY,Santa Catalina,Oratorio,38077070,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,96.0,-22.0656878791642,-66.0785087961458
JUJUY,Santa Catalina,Paicone,38077080,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,64.0,-22.1956915218117,-66.4201684753681
JUJUY,Santa Catalina,Santa Catalina,38077100,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,305.0,-21.9443720475755,-66.0525133087978
JUJUY,Susques,Catua,38084010,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,100.0,427.0,-23.861850793472,-67.0041243051334
JUJUY,Susques,Coranzuli,38084020,0.0,0.0,0.0,55.0,0.0,5.0,0.0,0.0,0.0,0.0,60.0,91.66666666666666,100.0,333.0,-23.0132949482406,-66.3792884216509
JUJUY,Susques,El Toro,38084030,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,90.9090909090909,90.9090909090909,121.0,-23.1389750587235,-66.7524458751301
JUJUY,Susques,Huáncar,38084040,0.0,0.0,0.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,27.0,81.48148148148148,100.0,133.0,-23.6016053200097,-66.413317571844
JUJUY,Susques,Jama,38084045,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,100.0,67.0,-23.2599291955531,-67.0236887810529
JUJUY,Susques,Mina Providencia,38084050,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,30.0,-23.2748878331652,-66.8343534268599
JUJUY,Susques,Olacapato,38084055,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,100.0,45.0,-24.1152805507803,-66.7186508694002
JUJUY,Susques,Olaroz Chico,38084060,1.0,0.0,2.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,94.28571428571428,97.14285714285714,226.0,-23.3989910080496,-66.7829414619282
JUJUY,Susques,Pastos Chicos,38084070,0.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,22.0,77.27272727272727,100.0,104.0,-23.7718693292219,-66.420983463337
JUJUY,Susques,Puesto Sey,38084080,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,75.0,100.0,94.0,-23.9584550578191,-66.4953540959523
JUJUY,Susques,San Juan de Quillaqués,38084090,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,100.0,100.0,72.0,-23.1460647975727,-66.2485374885877
JUJUY,Susques,Susques,38084100,11.0,5.0,6.0,280.0,0.0,5.0,0.0,26.0,0.0,0.0,333.0,87.38738738738738,88.88888888888889,1611.0,-23.3997525205999,-66.3674476958012
JUJUY,Tilcara,Huacalera,38094020,0.0,0.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,100.0,100.0,712.0,-23.4341642603915,-65.3513341366081
JUJUY,Tilcara,Juella,38094030,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,100.0,100.0,200.0,-23.5025387170793,-65.4318962131793
JUJUY,Tilcara,Maimará,38094040,0.0,2.0,5.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,100.0,100.0,3353.0,-23.6208130147957,-65.4078600419067
JUJUY,Tilcara,Tilcara,38094050,0.0,2.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,100.0,100.0,4691.0,-23.5703520143236,-65.3940793438321
JUJUY,Tumbaya,Bárcena,38098010,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,100.0,100.0,139.0,-23.9694741938995,-65.446477650042
JUJUY,Tumbaya,El Moreno,38098020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,154.0,-23.8418583337461,-65.8300087469469
JUJUY,Tumbaya,Purmamarca,38098030,0.0,1.0,0.0,72.0,4.0,1.0,0.0,0.0,0.0,0.0,78.0,93.58974358974359,100.0,891.0,-23.7409980636707,-65.5052412332687
JUJUY,Tumbaya,Tumbaya,38098040,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,100.0,100.0,428.0,-23.8523034100617,-65.467254667636
JUJUY,Tumbaya,Volcán,38098050,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,100.0,100.0,1121.0,-23.9138726824815,-65.4630986774907
JUJUY,Valle Grande,Santa Ana,38105040,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,416.0,-23.3576613065649,-64.9879232445175
JUJUY,Yavi,Barrios,38112010,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,187.0,-22.2462779565987,-65.5278717064727
JUJUY,Yavi,Cangrejillos,38112020,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,181.0,-22.4229613059544,-65.5801247511292
JUJUY,Yavi,La Intermedia,38112040,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,178.0,-22.4224885948586,-65.700385084978
JUJUY,Yavi,La Quiaca,38112050,0.0,343.0,0.0,323.0,0.0,75.0,0.0,1.0,0.0,0.0,742.0,89.75741239892183,99.86522911051213,16874.0,-22.100030990273,-65.5962624926205
JUJUY,Yavi,Pumahuasi,38112070,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,233.0,-22.2890579793897,-65.6786766560839
JUJUY,Yavi,Yavi Chico,38112090,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,100.0,33.0,-22.0909983923897,-65.4650631210317
LA PAMPA,Atreucó,Doblas,42007010,1.0,1.0,350.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,99.75903614457832,99.75903614457832,1586.0,-37.1521838816608,-64.0140550927574
LA PAMPA,Atreucó,Macachín,42007020,3.0,546.0,220.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,99.61439588688947,99.61439588688947,4814.0,-37.1369555361687,-63.667141835534
LA PAMPA,Atreucó,Miguel Riglos,42007030,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.9009009009009009,0.9009009009009009,2034.0,-36.8538749058938,-63.6881846143541
LA PAMPA,Atreucó,Rolón,42007040,0.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,100.0,678.0,-37.166824214775,-63.4171582009534
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,307.0,-36.8406606874148,-63.5205021645149
LA PAMPA,Caleu Caleu,La Adela,42014020,2.0,1.0,13.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,99.6661101836394,99.6661101836394,1904.0,-38.9739618507806,-64.0893166949512
LA PAMPA,Capital,Anguil,42021010,67.0,1.0,276.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,87.06563706563706,87.06563706563706,1705.0,-36.527922625355,-64.010555897973
LA PAMPA,Capital,Santa Rosa,42021020,9.0,204.0,1375.0,24748.0,2655.0,4145.0,121.0,4150.0,10574.0,1117.0,49098.0,53.621328771029376,67.71762597254471,102860.0,-36.61828979857,-64.2916770389461
LA PAMPA,Catriló,Catriló,42028010,330.0,1.0,371.0,396.0,56.0,90.0,0.0,115.0,110.0,11.0,1480.0,51.891891891891895,61.75675675675676,3955.0,-36.4077407331528,-63.4231236479695
LA PAMPA,Catriló,La Gloria,42028020,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,46.0,-36.5079177159884,-63.7444083139952
LA PAMPA,Catriló,Lonquimay,42028030,72.0,1.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,79.48717948717949,79.48717948717949,1680.0,-36.4676263417811,-63.6237223449231
LA PAMPA,Catriló,Uriburu,42028040,98.0,1.0,88.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,69.75308641975309,69.75308641975309,964.0,-36.5077574745038,-63.8626307655783
LA PAMPA,Chalileo,Santa Isabel,42049010,1.0,1.0,159.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0,99.88412514484357,99.88412514484357,2526.0,-36.2298585551973,-66.9416696902043
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,66.0,17.0,383.0,116.0,4.0,2.0,0.0,0.0,0.0,0.0,588.0,87.75510204081633,88.77551020408163,1499.0,-35.0240766140268,-63.5814786778188
LA PAMPA,Chapaleufú,Ceballos,42056020,1.0,16.0,52.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,97.33333333333334,98.66666666666667,323.0,-35.2904849982905,-63.77586064487
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,1.0,12.0,141.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,99.57264957264957,99.57264957264957,676.0,-35.0223098759754,-63.9123145859878
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,5.0,123.0,1149.0,121.0,48.0,17.0,0.0,1.0,0.0,0.0,1464.0,95.15027322404372,99.59016393442623,7510.0,-35.2368693365619,-63.5923274522769
LA PAMPA,Chapaleufú,Sarah,42056050,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,100.0,100.0,204.0,-35.0246923056998,-63.686962377693
LA PAMPA,Chapaleufú,Vértiz,42056060,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,100.0,100.0,688.0,-35.4262411079929,-63.9063646669037
LA PAMPA,Chical Co,La Humada,42063020,0.0,1.0,126.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,100.0,100.0,657.0,-36.3500276379509,-68.0141950027482
LA PAMPA,Conhelo,Conhelo,42035010,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,100.0,100.0,464.0,-35.9994878462166,-64.5959233383525
LA PAMPA,Conhelo,Eduardo Castex,42035020,1267.0,455.0,888.0,369.0,71.0,0.0,0.0,0.0,0.0,0.0,3050.0,56.131147540983605,58.45901639344262,9253.0,-35.916589710926,-64.2945868368038
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,100.0,100.0,291.0,-36.2106631640542,-64.0335412257945
LA PAMPA,Conhelo,Monte Nievas,42035040,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,100.0,100.0,470.0,-35.8617464058389,-64.1569675208376
LA PAMPA,Conhelo,Rucanelo,42035050,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,96.29629629629629,96.29629629629629,219.0,-36.0429376779565,-64.8353214769324
LA PAMPA,Conhelo,Winifreda,42035060,2.0,0.0,695.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,99.81515711645102,99.81515711645102,2222.0,-36.2272741396174,-64.2348767956417
LA PAMPA,Curacó,Gobernador Duval,42042010,0.0,1.0,52.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,100.0,100.0,413.0,-38.7413407663938,-66.4360653362481
LA PAMPA,Curacó,Puelches,42042020,0.0,1.0,17.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,100.0,100.0,420.0,-38.1437722310811,-65.9102790812435
LA PAMPA,Guatraché,Alpachiri,42070010,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.33333333333333,33.33333333333333,1759.0,-37.3758811926005,-63.7738735909085
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.33333333333333,33.33333333333333,935.0,-37.4589894326191,-63.5872408548874
LA PAMPA,Guatraché,Guatraché,42070030,280.0,1.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,46.15384615384615,46.15384615384615,3697.0,-37.6669652272263,-63.5415367289386
LA PAMPA,Guatraché,Perú,42070040,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,39.0,89.74358974358975,100.0,39.0,-37.6623849438401,-64.1373213494442
LA PAMPA,Guatraché,Santa Teresa,42070050,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,466.0,-37.5749339058948,-63.4328864695669
LA PAMPA,Hucal,Abramo,42077010,2.0,0.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,96.96969696969697,96.96969696969697,312.0,-37.8943313295474,-63.8515025914131
LA PAMPA,Hucal,Bernasconi,42077020,12.0,1.0,480.0,157.0,1.0,2.0,0.0,0.0,0.0,0.0,653.0,97.70290964777948,98.16232771822358,1577.0,-37.9020681912485,-63.7450793526802
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,1.0,0.0,824.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,99.88038277511961,99.88038277511961,2576.0,-37.9785301335454,-63.6065854529977
